Gene	0	0	0	2	2	2	4	4	4	6	6	8	8	8	10	10	10	12	12	12	14	14	14	16	16	16	18	18	20	20	20	22	22	22	24	24	24	26	26	26	28	28	28	30	30	32	32	32	34	34	34	36	36	36	38	38	38	40	40	40	44	44	44	46	46	46
cp_gi_88656873.10	7.611521475	7.892516553	6.841993164	7.374755903	6.761403318	12.00386324	8.644952347	8.915785743	11.29621659	6.699925859	12.92128171	8.498552807	5.444307574	11.68912341	7.917829846	10.81005662	14.12923481	9.195917347	7.924351298	8.919484883	8.998830291	8.109866256	6.002678514	4.200602222	5.07562516	7.088055284	4.521946651	7.450857545	9.103806339	6.188747835	7.292616226	5.838955462	6.070409542	9.79756965	6.377612552	5.828153519	7.698228548	9.536976705	10.69291561	10.18325419	9.147322687	9.181679733	16.16040447	12.89404377	10.2527165	5.796121029	10.62912211	8.741609258	8.664623015	9.238128167	9.810923574	7.981344066	10.47792049	16.06237591	7.521334607	7.680227791	14.48796143	5.041059429	6.704663901	8.144947485	10.98910558	10.73685336	13.35175784	8.322183499	7.824578863	8.318328571
cp_gi_88656873.14	0.507434765	1.894203973	0.380110731	0.460922244	0.845175415	0.333440646	0.13507738	0.405262988	0.669405427	0.285103228	0.993944747	0.62952243	0	1.22239199	0.108463423	0.754189997	0.378461647	0.417996243	0.203188495	0.201191388	0.138443543	0.345100692	0.725598502	0.57939341	1.103396774	0.373055541	0.822172118	0.431933771	1.247096759	0.773593479	0.940982739	0.512189076	0.189700298	0.628049337	0.490585581	0	0.334705589	0.922933229	0.314497518	0.522218163	0.481438036	0.122422396	0.397386995	1.146137224	0.117847316	0	0.468931858	0.40099125	0.326966906	0.145865182	0.536534883	0.523366824	0.337997435	0.518141158	0.136751538	0.32915262	0.530047369	0.487844461	0	0.296179909	1.465214078	0.965110414	1.376469881	0.378281068	0.422950209	0.346597024
cp_gi_88656873.15	18.77508631	14.83793112	17.10498291	16.90048228	16.19919545	16.17187131	15.66897613	9.928943214	19.32908172	11.83178396	18.74295808	8.813314022	6.627852699	17.80108336	16.37797681	12.19273828	12.61538823	18.11317053	10.26101899	13.34569543	12.73680595	12.25107456	18.40381654	17.09210559	12.57872322	17.53361044	14.93612682	17.38533427	26.18903193	15.62658828	12.70326697	16.79980168	11.76141849	19.46952943	15.37168154	14.11026642	18.91086578	16.92044254	17.5070285	16.58042669	12.99882698	12.73192923	18.01487711	15.61611968	15.43799841	9.936207478	16.56892564	10.10497951	14.71351078	11.6205928	15.1762724	11.64491183	13.40723159	24.8707756	9.982862297	14.26328018	22.08530706	12.52134116	16.76165975	29.09967602	25.64124636	23.52456634	26.15292773	15.69866433	17.23522101	20.10262738
cp_gi_88656873.2	1.184014452	1.420652979	3.167589428	1.382766732	1.267763122	1.500482905	0.675386902	0.202631494	1.757189247	0.142551614	1.135936853	1.101664253	0.591772562	1.375190989	1.193097648	0.377094998	1.13538494	0.835992486	1.015942474	1.140084534	0.692217715	0.690201384	1.055416002	0.289696705	0.772377742	0.497407388	0.274057373	1.18781787	1.49651611	0.928312175	0.235245685	0.717064706	0.379400596	1.632928275	0	1.635972918	0.892548237	0.922933229	1.04832506	0.391663623	0.962876072	1.224223964	1.58954798	1.002870071	0.942778529	0.621012967	1.250484954	1.603965001	2.12528489	0.680704181	1.916196011	0.915891942	1.577321364	2.331635212	1.230763845	0.768022779	1.855165793	1.138303742	1.241604426	1.628989497	1.098910558	1.688943225	2.064704821	0.756562136	1.90327594	1.559686607
cp_gi_88656873.29	1.01486953	1.420652979	1.267035771	1.075485236	1.408625691	0.666881291	1.215696424	2.026314942	1.673513569	0.71275807	1.845897387	1.731186683	1.775317687	0.840394493	1.301561071	1.382681661	1.766154352	1.114656648	1.320725216	0.938893146	0.276887086	0.862751729	0.791562002	0.57939341	1.103396774	0.87046293	0.959200805	0.971850984	1.247096759	1.547186959	0.470491369	0.819502521	0.569100895	1.88414801	1.63528527	0.817986459	0.948332502	0.922933229	1.04832506	0.783327245	1.083235581	1.346646361	1.722010312	1.719205836	2.71048827	0.414008645	1.094174334	1.042577251	0.490450359	0.729325908	0.613182723	1.30841706	1.464655552	1.813494054	0.957260768	0.768022779	1.236777195	1.138303742	0.620802213	2.07325936	0.549455279	1.085749216	2.339998797	1.134843204	0.422950209	1.559686607
cp_gi_88656873.31	34.50556402	32.83286886	34.71678013	38.71746849	32.82097861	45.01448716	26.2050118	33.83945953	37.48670393	28.79542603	47.70934784	34.15159183	34.44116313	40.95013168	32.10517308	42.98882982	51.09232231	46.67624714	41.95842418	35.40968435	32.67267613	35.7179216	42.3485671	46.06177608	29.24001451	41.16046139	33.16094211	33.25890035	53.50045095	29.70598961	45.40241715	34.5215437	30.54174801	38.18539966	28.94454928	25.56207684	29.34252331	39.99377328	34.38506195	34.72750787	27.44196806	20.93422979	29.93648696	37.96579554	37.12190456	29.80862243	24.69707784	26.22482777	26.32083595	26.30435441	32.57533218	33.49547674	30.98309821	50.51876293	20.10247613	37.74283372	53.71146677	28.29497873	20.23815214	64.49317509	58.97486663	40.41399859	49.41526871	38.77380948	34.89339223	39.51206071
cp_gi_88656873.32	2.706318747	1.420652979	1.77385008	0.76820374	2.535526244	1.000321937	0.945541663	1.215788965	1.004108141	1.42551614	2.55585792	1.731186683	1.183545125	2.903180977	1.084634226	1.508379994	2.523077645	1.950649134	1.219130969	1.341275922	0.969104801	0.690201384	1.055416002	2.027876935	1.434415806	1.492222165	1.50731555	0.647900656	1.621225786	1.237749567	1.411474108	1.536567227	1.517602386	1.256098673	1.308228216	0.613489844	1.059901032	1.692044254	1.153157566	1.56665449	1.323954599	0.979379172	2.516784302	1.719205836	1.532015109	1.863038902	0.781553096	0.882180751	1.471351078	0.534838999	1.149717606	0.915891942	0.67599487	2.331635212	1.230763845	1.645763098	2.738578075	0.650459281	0.869123098	1.999214383	2.380972877	1.568304423	2.615292773	0.756562136	0.211475104	1.386388095
cp_gi_88656873.33	5.920072259	7.418965559	2.280664388	3.07281496	1.972075968	3.000965811	1.620928565	4.255261377	3.096000102	2.423377438	4.68573952	3.462373366	3.432280862	2.903180977	1.410024493	3.14245832	3.406154821	2.647309539	1.422319464	2.347232864	4.70708046	3.623557263	1.846978004	2.317573639	5.406644192	1.616574012	2.466516355	1.295801312	6.734322497	2.939655222	2.822948217	4.40482605	4.363106858	4.145125621	2.616456432	1.840469532	2.789213242	4.307021738	2.411147637	3.394418062	2.768268708	1.958758343	3.708945287	3.581678825	2.356946321	1.242025935	1.719416811	2.085154502	3.269669062	1.21554318	1.76290033	1.30841706	1.35198974	3.886058687	1.094012307	2.633220957	3.887014043	3.740140867	2.483208852	2.739664154	6.410311591	4.222358062	6.194114463	5.10679442	3.489339223	2.252880655
cp_gi_88656873.34	53.28065033	34.5692225	44.97976987	36.56649802	32.68011604	38.34567425	37.68658914	51.26576802	36.14789308	26.37204859	48.27731626	36.82706216	18.22659492	42.01972467	21.1503674	28.65921988	36.20616421	31.90704655	17.67739905	21.32628716	61.88426369	47.45134512	18.20592604	36.79148153	24.27472903	38.42472075	30.69442576	27.319811	50.1332897	26.76633439	44.22618873	33.80447899	78.72562375	46.0988213	33.03276245	37.83187372	44.34849055	51.37661644	54.30323809	36.68582598	34.54317909	28.40199597	50.07076138	55.73092251	40.06808747	16.35334147	26.72911589	29.11196478	28.9365712	26.30435441	27.36327903	30.09359238	28.84244779	41.96943382	18.87171229	36.97481094	43.46388429	45.85737932	45.07024067	42.4277719	64.65257119	69.24667221	100.3446543	62.60551678	49.16796178	46.96389672
